abstract_id,text,location,label,abbr,masked_text
2433613,the flecainide discovery and OD process started in with the broad goal of investigating the effects of fluorine substitution in potential drug molecules the overall process evolved slowly the original goals of the project were translated into the major phases the synthesis and DUE of L1 chemical series through the efforts of chemists who incorporated fluorine atoms into new compounds a change in focus from local anesthetic programs to the antiarrhythmic project through the efforts and advisement of pharmacologists and commitment to a flecainide OD plan culminating in the NDA for approval of flecainide in the suppression and prevention of VAs,[89],['new drug application'],NDA,the flecainide discovery and OD process started in with the broad goal of investigating the effects of fluorine substitution in potential drug molecules the overall process evolved slowly the original goals of the project were translated into the major phases the synthesis and DUE of L1 chemical series through the efforts of chemists who incorporated fluorine atoms into new compounds a change in focus from local anesthetic programs to the antiarrhythmic project through the efforts and advisement of pharmacologists and commitment to a flecainide OD plan culminating in the [MASK] for approval of flecainide in the suppression and prevention of VAs
2657892,the relative Kd of the various molecular species of hphosphatidylcholine in response to thrombin was studied in human platelets following prelabeling with hglycerol and compared to results obtained following labeling with coleic clinoleic or carachidonic acids this was of interest since previous work using radioactive fatty acids had led to the conclusion that the acylarachidonoyl species of phosphatidylcholine is exclusively hydrolyzed in thrombinstimulated platelets within s the thrombindependent PR of carachidonic acid from phosphatidylcholine amounted to but only and for OA and LA acids respectively in GA agreement with previous work however for hglycerollabeled phosphatidylcholine all molecular species saturates monoenes dienes trienes tetraenes and greater than tetraenes were subject to significant hydrolysis in the presence of thrombin within s ranging from across the various classes furthermore the Kd of the tetraenoic species acylarachidonoyl of hphosphatidylcholine was found to be only and times that for the monoenoic predominantly acyloleoyl and dienoic predominantly acyllinoleoyl species respectively a much heavier proportional labeling of plasma membrane relative to whole PLT phosphatidylcholine was observed with hglycerol as compared to c oleate or carachidonate these results indicate that the acylarachidonoyl species of phosphatidylcholine are not exclusively degraded by phospholipase a activity in thrombinstimulated platelets and suggest that the differential compartmentation of molecular species of phosphatidylcholine according to their metabolic origins can influence their apparent susceptibility to hydrolysis,[80],['oleic'],OA,the relative Kd of the various molecular species of hphosphatidylcholine in response to thrombin was studied in human platelets following prelabeling with hglycerol and compared to results obtained following labeling with coleic clinoleic or carachidonic acids this was of interest since previous work using radioactive fatty acids had led to the conclusion that the acylarachidonoyl species of phosphatidylcholine is exclusively hydrolyzed in thrombinstimulated platelets within s the thrombindependent PR of carachidonic acid from phosphatidylcholine amounted to but only and for [MASK] and LA acids respectively in GA agreement with previous work however for hglycerollabeled phosphatidylcholine all molecular species saturates monoenes dienes trienes tetraenes and greater than tetraenes were subject to significant hydrolysis in the presence of thrombin within s ranging from across the various classes furthermore the Kd of the tetraenoic species acylarachidonoyl of hphosphatidylcholine was found to be only and times that for the monoenoic predominantly acyloleoyl and dienoic predominantly acyllinoleoyl species respectively a much heavier proportional labeling of plasma membrane relative to whole PLT phosphatidylcholine was observed with hglycerol as compared to c oleate or carachidonate these results indicate that the acylarachidonoyl species of phosphatidylcholine are not exclusively degraded by phospholipase a activity in thrombinstimulated platelets and suggest that the differential compartmentation of molecular species of phosphatidylcholine according to their metabolic origins can influence their apparent susceptibility to hydrolysis
3387352,from january to december consecutive patients with total anomalous PV return tapvr underwent intracardiac repair icr in our institute we studied the relationship between the size of atrial septal defect asd age and preoperative LVDd lvedd in patients with regression analysis there was no statistical relationship between the size of asd age and lvedd we measured lvedd rv to PLV ratio rvplvp and lv fractional shortening lvfs using two dimensional echocardiography in patients prior to and following icr lvedd increased from cm to cm immediately following icr and then increased to cm one month following icr again lvfs decreased from to immediately following icr but still remained within normal range normal range rvplvp decreased from to immediately following icr and to one month following icr we concluded that the decrease of preoperative lv EDV volume in tapvr was not due to the decrease of lv preload but to anterior deviation of the VS caused by high rv pressure there was significant increase of lv volume immediately following icr but lvfs maintained in normal range this study suggested that small lv volume in patients with tapvr did not influence the surgical results,[34],['left ventricular enddiastolic diameter'],LVDd,from january to december consecutive patients with total anomalous PV return tapvr underwent intracardiac repair icr in our institute we studied the relationship between the size of atrial septal defect asd age and preoperative [MASK] lvedd in patients with regression analysis there was no statistical relationship between the size of asd age and lvedd we measured lvedd rv to PLV ratio rvplvp and lv fractional shortening lvfs using two dimensional echocardiography in patients prior to and following icr lvedd increased from cm to cm immediately following icr and then increased to cm one month following icr again lvfs decreased from to immediately following icr but still remained within normal range normal range rvplvp decreased from to immediately following icr and to one month following icr we concluded that the decrease of preoperative lv EDV volume in tapvr was not due to the decrease of lv preload but to anterior deviation of the VS caused by high rv pressure there was significant increase of lv volume immediately following icr but lvfs maintained in normal range this study suggested that small lv volume in patients with tapvr did not influence the surgical results
10268323,the first demonstrations in the early seventies that adenosine had marked effects in the CBF cortex which were independent of its role in intermediary metabolism and could be antagonised by methylxanthines were followed by the observations that other purine derivatives notably atp may also play a critical role in cell function in burnstock first introduced the terms pl for the nucleoside receptors and p for the nucleotide receptors based on the most fundamental divisions of purine receptors between those for nucleosides such as adenosine and those for nucleotides such as atp at present the p adenosine receptor family presents subtypes while the p atp adp and utp receptor family has been divided into px ionotropic receptors and py metabotropic g proteincoupled receptors gpcrs while knowledge on the purinergic receptor pharmacology was increasing the OD of potent and selective ligands for these receptors has been a target of medicinal chemistry research for several decades in particular synthesis of substituted adenosines was carried out in many laboratories starting from seventies aimed at finding adenosine derivatives more resistant than the parent nucleoside to rapid uptake into cells to deamination by adenosine deaminase and to phosphorylation by adenosine kinase in the present review the synthesis of alkynyl derivatives of adenine adenosine nalkylcarboxamidoadenosine and adenine nucleotides which have been tested on P2 receptors will be summarized furthermore the contribution of chemistry molecular modelling and pharmacology to the OD of structureactivity relationships in this class of P2 receptor ligands will be outlined,[240],['purinergic'],P2,the first demonstrations in the early seventies that adenosine had marked effects in the CBF cortex which were independent of its role in intermediary metabolism and could be antagonised by methylxanthines were followed by the observations that other purine derivatives notably atp may also play a critical role in cell function in burnstock first introduced the terms pl for the nucleoside receptors and p for the nucleotide receptors based on the most fundamental divisions of purine receptors between those for nucleosides such as adenosine and those for nucleotides such as atp at present the p adenosine receptor family presents subtypes while the p atp adp and utp receptor family has been divided into px ionotropic receptors and py metabotropic g proteincoupled receptors gpcrs while knowledge on the purinergic receptor pharmacology was increasing the OD of potent and selective ligands for these receptors has been a target of medicinal chemistry research for several decades in particular synthesis of substituted adenosines was carried out in many laboratories starting from seventies aimed at finding adenosine derivatives more resistant than the parent nucleoside to rapid uptake into cells to deamination by adenosine deaminase and to phosphorylation by adenosine kinase in the present review the synthesis of alkynyl derivatives of adenine adenosine nalkylcarboxamidoadenosine and adenine nucleotides which have been tested on [MASK] receptors will be summarized furthermore the contribution of chemistry molecular modelling and pharmacology to the OD of structureactivity relationships in this class of [MASK] receptor ligands will be outlined
8975948,a diagnosis of orthodromic AVRT oavrt was made in a yearold male boxer based on electrocardiographic and holterecg findings the surface electrocardiogram showed a narrowcomplex tachycardia with a regular VVI rhythm ranging from to bpm qrs alternans and retrograde p waves present in the late part of st segment with a rppr ratio the dog was successfully treated shortterm with intravenous verapamil and longterm with procainamide and diltiazem this report shows the utility of the surface electrocardiogram in the diagnosis of oavrt with a concealed accessory pathway in the dog as it was previously reported in human literature,[4],['atrioventricular reciprocating tachycardia'],AVRT,a diagnosis of orthodromic [MASK] oavrt was made in a yearold male boxer based on electrocardiographic and holterecg findings the surface electrocardiogram showed a narrowcomplex tachycardia with a regular VVI rhythm ranging from to bpm qrs alternans and retrograde p waves present in the late part of st segment with a rppr ratio the dog was successfully treated shortterm with intravenous verapamil and longterm with procainamide and diltiazem this report shows the utility of the surface electrocardiogram in the diagnosis of oavrt with a concealed accessory pathway in the dog as it was previously reported in human literature
6930127,the appearance of local recurrences distant metastases and SPTs limit the survival rate of patients with head and neck SCCs the presence of genetic alterations at the resection margins is an indicator of inadequate excision and a predictor of LF,[8],['second primary tumors'],SPTs,the appearance of local recurrences distant metastases and [MASK] limit the survival rate of patients with head and neck SCCs the presence of genetic alterations at the resection margins is an indicator of inadequate excision and a predictor of LF
5220895,this investigation presents the results of arthroscopic repair of bidirectional VPI with either an anterior or a posterior component GH instability in patients with year minimum followup the T0 group consisted of males and females the average age at the time of T0 was years range years the average interval from T0 to final DUE was months range months the ASES shoulder index and the constant rowe and UC at los angeles scores were recorded preoperatively and at final evaluation preoperatively no patients rated good to excellent overall according to the rowe scale whereas at final followup of patients rated good to excellent the american shoulder and elbow surgeons shoulder index improved to from p the absolute constant score improved to from p the rowe score improved to from p the university of california at los angeles total score improved to from p average passive external rotation at degrees of abduction measured degrees forty patients returned to sports but of these patients participated at a lower level for each of patients the index T0 was considered a failure because of persistent instability patient underwent a second operative procedure thermal capsulorraphy with a holmium laser of tous mutant and wild type individuals were genotyped with the invader CA for factor ii prothrombin ga results showed concordance between the invader CA and primerengineered multiplex pcrrflp a primerengineered multiplex pcrrflp based on single restriction endonuclease digestion has been evaluated and shown to simultaneously and accurately detect FVL and prothrombin ga mutations the method is robust and readily adaptable to the clinical molecular diagnostic laboratory,[60],['american shoulder and elbow surgeons'],ASES,this investigation presents the results of arthroscopic repair of bidirectional VPI with either an anterior or a posterior component GH instability in patients with year minimum followup the T0 group consisted of males and females the average age at the time of T0 was years range years the average interval from T0 to final DUE was months range months the [MASK] shoulder index and the constant rowe and UC at los angeles scores were recorded preoperatively and at final evaluation preoperatively no patients rated good to excellent overall according to the rowe scale whereas at final followup of patients rated good to excellent the american shoulder and elbow surgeons shoulder index improved to from p the absolute constant score improved to from p the rowe score improved to from p the university of california at los angeles total score improved to from p average passive external rotation at degrees of abduction measured degrees forty patients returned to sports but of these patients participated at a lower level for each of patients the index T0 was considered a failure because of persistent instability patient underwent a second operative procedure thermal capsulorraphy with a holmium laser of tous mutant and wild type individuals were genotyped with the invader CA for factor ii prothrombin ga results showed concordance between the invader CA and primerengineered multiplex pcrrflp a primerengineered multiplex pcrrflp based on single restriction endonuclease digestion has been evaluated and shown to simultaneously and accurately detect FVL and prothrombin ga mutations the method is robust and readily adaptable to the clinical molecular diagnostic laboratory
9672534,surprisingly little is known about how ipv perpetrators perceive the conse quences of their violent SMB this article describes the OD and DUE of the perceived consequences of domestic violence questionnaire pcdvq the pcdvq is a item self report instrument designed to assess the consequences of IPV ipv as perceived by the perpetrator data from nontreatment seeking male ipv perpetrators recruited from the community provided support for the internal consistency of the pcdvq participants reported an average of sd consequences scores on the pcdvq significantly predicted motivation for NC beta t p antion in buildings and use of PPE the best solution is not unique when multiple criteria are taken into consideration eg health consequences SDR economic cost this paper presents a methodology for multiobjective optimization of emergency response planning in case of a L1 accident the emergency policy with regards to protective actions to be implemented is optimized an evolutionary algorithm has been used as the optimization tool case studies demonstrating the methodology and its application in emergency response decisionmaking in case of accidents related to hazardous materials installations are presented however the methodology with AGA modification is suitable for supporting decisions in assessing emergency response procedures in other cases nuclear accidents transportation of hazardous materials or for landuse planning issues,[46],['intimate partner violence'],IPV,surprisingly little is known about how ipv perpetrators perceive the conse quences of their violent SMB this article describes the OD and DUE of the perceived consequences of domestic violence questionnaire pcdvq the pcdvq is a item self report instrument designed to assess the consequences of [MASK] ipv as perceived by the perpetrator data from nontreatment seeking male ipv perpetrators recruited from the community provided support for the internal consistency of the pcdvq participants reported an average of sd consequences scores on the pcdvq significantly predicted motivation for NC beta t p antion in buildings and use of PPE the best solution is not unique when multiple criteria are taken into consideration eg health consequences SDR economic cost this paper presents a methodology for multiobjective optimization of emergency response planning in case of a L1 accident the emergency policy with regards to protective actions to be implemented is optimized an evolutionary algorithm has been used as the optimization tool case studies demonstrating the methodology and its application in emergency response decisionmaking in case of accidents related to hazardous materials installations are presented however the methodology with AGA modification is suitable for supporting decisions in assessing emergency response procedures in other cases nuclear accidents transportation of hazardous materials or for landuse planning issues
8278767,the aims of this prospective study were to investigate the relationship between antimÃ¼llerian hormone amh and antral follicle count afc and to determine whether these markers of ovarian reserve correlate with lifestyle AF ethnicity CA and reproductive history participants were normoovulatory women undergoing infertility workup within months of their first ovarian stimulation cycle for in IVF on day of a spontaneous menstrual cycle a blood sample for measurement of plasma amh C2 was taken and a transvaginal ultrasound scan to determine the afc follicles measuring mm in diameter was performed information about smoking body mass index alcohol consumption ethnic origin chronological age age at menarche years since menarche and gravidity were recorded using a case report form the main outcome measures were plasma amh concentrations and total number of small antral follicles afc median plasma C2 of amh were ngml IQ range and afc was IQ range a positive correlation between amh and afc r p was found amh and afc correlated negatively with age r p and r p respectively and number of years since menarche r p and r p respectively but not with any of the other measures circulating amh C2 and afc correlated with each other and declined significantly with age there were only weak NS correlations with lifestyle factors and reproductive PH these putative markers could be used individually or together to assess the agerelated decline of ovarian CF in normoovulatory candidates for ivf,[34],['chronological age'],CA,the aims of this prospective study were to investigate the relationship between antimÃ¼llerian hormone amh and antral follicle count afc and to determine whether these markers of ovarian reserve correlate with lifestyle AF ethnicity [MASK] and reproductive history participants were normoovulatory women undergoing infertility workup within months of their first ovarian stimulation cycle for in IVF on day of a spontaneous menstrual cycle a blood sample for measurement of plasma amh C2 was taken and a transvaginal ultrasound scan to determine the afc follicles measuring mm in diameter was performed information about smoking body mass index alcohol consumption ethnic origin chronological age age at menarche years since menarche and gravidity were recorded using a case report form the main outcome measures were plasma amh concentrations and total number of small antral follicles afc median plasma C2 of amh were ngml IQ range and afc was IQ range a positive correlation between amh and afc r p was found amh and afc correlated negatively with age r p and r p respectively and number of years since menarche r p and r p respectively but not with any of the other measures circulating amh C2 and afc correlated with each other and declined significantly with age there were only weak NS correlations with lifestyle factors and reproductive PH these putative markers could be used individually or together to assess the agerelated decline of ovarian CF in normoovulatory candidates for ivf
4086239,the sound of birdsong activates robust gene expression in the NCM ncm of songbirds to assess the CF of this genomic response we analyzed the temporal and quantitative relationships between electrophysiological activity and gene induction single units in zebra finch ncm showed C1 increases in firing in response to birdsong whereas simple auditory tones tended to inhibit firing most cells showed little selectivity for individual songs based on total number of spikes produced when a novel song CS- was repeated the cells rapidly modulated their firing rates so that the first response to a stimulus was markedly higher than consecutive responses even after many repetitions of a particular song cells continued to fire in response to that CS- unlike the complete habituation observed previously for genomic activity the initial modulation of the response to a particular song disappeared however once that song was repeated for trials approximately min these results indicate a dissociation between gross physiological activity and IE1 gene expression genomic activity occurs only during a subset of electrophysiological responses we propose a model in which nuclear responses in ncm are modulated by pathways distinct from the primary auditory inputs to ncm this would account for the changing selectivity of the genomic response and implies an AS role for the cell nucleus as an integrating agent in the physiological operation of neural circuits,[10],['caudomedial neostriatum'],NCM,the sound of birdsong activates robust gene expression in the [MASK] ncm of songbirds to assess the CF of this genomic response we analyzed the temporal and quantitative relationships between electrophysiological activity and gene induction single units in zebra finch ncm showed C1 increases in firing in response to birdsong whereas simple auditory tones tended to inhibit firing most cells showed little selectivity for individual songs based on total number of spikes produced when a novel song CS- was repeated the cells rapidly modulated their firing rates so that the first response to a stimulus was markedly higher than consecutive responses even after many repetitions of a particular song cells continued to fire in response to that CS- unlike the complete habituation observed previously for genomic activity the initial modulation of the response to a particular song disappeared however once that song was repeated for trials approximately min these results indicate a dissociation between gross physiological activity and IE1 gene expression genomic activity occurs only during a subset of electrophysiological responses we propose a model in which nuclear responses in ncm are modulated by pathways distinct from the primary auditory inputs to ncm this would account for the changing selectivity of the genomic response and implies an AS role for the cell nucleus as an integrating agent in the physiological operation of neural circuits
4181002,traditionally RH has formed the mainstay of treatment for early stage cervical carcinoma more recently radical trachelectomy and laparoscopic lymphadenectomy have been introduced to allow preservation of fertility we present a new approach to fertilitysparing surgery namely ABD radical trachelectomy the technique is similar to a standard RH and lymphadenectomy in our technique the ovarian vessels are not ligated and following LA and skeletonisation of the UA the cervix parametrium and vaginal cuff are excised the residuum of the cervix is then sutured to the vagina and the uterine ateries reanastomosed,[66],['uterine arteries'],UA,traditionally RH has formed the mainstay of treatment for early stage cervical carcinoma more recently radical trachelectomy and laparoscopic lymphadenectomy have been introduced to allow preservation of fertility we present a new approach to fertilitysparing surgery namely ABD radical trachelectomy the technique is similar to a standard RH and lymphadenectomy in our technique the ovarian vessels are not ligated and following LA and skeletonisation of the [MASK] the cervix parametrium and vaginal cuff are excised the residuum of the cervix is then sutured to the vagina and the uterine ateries reanastomosed
2222650,in recent studies in this laboratory employing normal hydropenic rats we have demonstrated that the reduction in APR that attends the experimental reduction of SN glomerular filtration rate sngfr glomerulotubular balance is mediated at least in part by the accompanying decline in postglomerular vascular protein concentration and therefore postglomerular colloid OP piea the present T0 was undertaken to define the quantitative contribution of these changes in piea to the changes in APR measured under these conditions a protocol was employed which enabled us to examine the effects on APR of reductions in filtered load brought about under conditions in which piea remained essentially unchanged thus after partial AC in plasmaloaded rats near constancy of piea was observed in a NC in efferent arteriolar protein concentration of g ml or less and in these uniform reductions in sngfr averaging nlmin were attended by reductions in absolute proximal reabsorption averaging only nlmin or of preconstriction values these findings taken together with previous observations from this laboratory suggest that the proximal reabsorptive adjustment that characterizes glomerulotubular balance in the rat is markedly blunted when changes in piea are prevented in the remaining six rats a mean reduction in filtered load comparable to that observed in the above group was attended by slightly to moderately greater reductions in efferent arteriolar protein concentration thereby fulfilling less well the stated aim of this T0 nevertheless in accord with the above conclusion these relatively greater reductions in piea were accompanied by correspondingly greater reductions in absolute proximal reabsorption,[88],['absolute proximal reabsorption'],APR,in recent studies in this laboratory employing normal hydropenic rats we have demonstrated that the reduction in [MASK] that attends the experimental reduction of SN glomerular filtration rate sngfr glomerulotubular balance is mediated at least in part by the accompanying decline in postglomerular vascular protein concentration and therefore postglomerular colloid OP piea the present T0 was undertaken to define the quantitative contribution of these changes in piea to the changes in [MASK] measured under these conditions a protocol was employed which enabled us to examine the effects on [MASK] of reductions in filtered load brought about under conditions in which piea remained essentially unchanged thus after partial AC in plasmaloaded rats near constancy of piea was observed in a NC in efferent arteriolar protein concentration of g ml or less and in these uniform reductions in sngfr averaging nlmin were attended by reductions in absolute proximal reabsorption averaging only nlmin or of preconstriction values these findings taken together with previous observations from this laboratory suggest that the proximal reabsorptive adjustment that characterizes glomerulotubular balance in the rat is markedly blunted when changes in piea are prevented in the remaining six rats a mean reduction in filtered load comparable to that observed in the above group was attended by slightly to moderately greater reductions in efferent arteriolar protein concentration thereby fulfilling less well the stated aim of this T0 nevertheless in accord with the above conclusion these relatively greater reductions in piea were accompanied by correspondingly greater reductions in absolute proximal reabsorption
14744511,mycoplasma pneumoniae infection often causes various NC of both the central nervous system cns and the peripheral nervous system we retrospectively investigated the igm and EA to nine glycolipids gm gm gm gda gdb gd gtb gqb and galc galactocerebroside and clinical features in neurological diseases associated with m pneumoniae infection diagnosed in multiple hospitals throughout japan between september and march of the patients with neurological diseases associated with m pneumoniae infection were diagnosed with guillainbarrÃ© syndrome gbs with FS fs with cns diseases and with both gbs and cns disease antigalc igm and EA were most frequently detected patients with cns diseases were younger than patients with gbs or fs and igm antibodies to galc were more frequently detected in the patients with cns diseases than in those with gbs or fs of the nine patients who were positive for antigalc igm antibody but lacked igg antibody we found the classswitch of antigalc antibody from igm to igg in two patients the EA appeared during their REC phase and the igg belonged to the igg subclass antigalc antibodies are closely associated with neurological diseases T3 m pneumoniae infection particularly antigalc igm antibody is more frequently detected in younger patients affected with cns involvement the classswitch from igm to igg sometimes occurs in antigalc antibodies,[79],['fisher syndrome'],FS,mycoplasma pneumoniae infection often causes various NC of both the central nervous system cns and the peripheral nervous system we retrospectively investigated the igm and EA to nine glycolipids gm gm gm gda gdb gd gtb gqb and galc galactocerebroside and clinical features in neurological diseases associated with m pneumoniae infection diagnosed in multiple hospitals throughout japan between september and march of the patients with neurological diseases associated with m pneumoniae infection were diagnosed with guillainbarrÃ© syndrome gbs with [MASK] fs with cns diseases and with both gbs and cns disease antigalc igm and EA were most frequently detected patients with cns diseases were younger than patients with gbs or fs and igm antibodies to galc were more frequently detected in the patients with cns diseases than in those with gbs or fs of the nine patients who were positive for antigalc igm antibody but lacked igg antibody we found the classswitch of antigalc antibody from igm to igg in two patients the EA appeared during their REC phase and the igg belonged to the igg subclass antigalc antibodies are closely associated with neurological diseases T3 m pneumoniae infection particularly antigalc igm antibody is more frequently detected in younger patients affected with cns involvement the classswitch from igm to igg sometimes occurs in antigalc antibodies
1483764,this T0 assessed both group and individual R2 of ecg exercise AS test in patients with EA fortyfive UT patients with typical effort angina without evidence of spontaneous angina with a positive exercise AS test st depression greater than mv and angiographically documented PD disease were studied four multistage exercise stress tests were performed two in the morning and two in the afternoon on two consecutive days fortyfour patients completed the protocol for a total of exercise AS tests for each EST the following parameters were analyzed time to mv st segment depression time to ischemia ratepressure product at ischemia ICM threshold slope and intercept of the LR between ratepressure product and time of exercise silent effort ischemia was largely prevalent patients experienced CP in all four tests but only seven showed a consistent time relationship between pain and ecg changes symptomatic patients did not appear different from the asymptomatic ones in terms of clinical and angiographic data when group data were analyzed for each parameter the four exercise AS tests appeared reproducible in contrast when individual R2 of each parameter was computed as the percentage difference between range maximumminimum and maximal value obtained in the series of four exercise stress tests a large variability was detected R2 of time to ischemia was this resulted from a random combination of R2 in ICM threshold Mw and intercept abstract truncated at words,[16],['effort angina'],EA,this T0 assessed both group and individual R2 of ecg exercise AS test in patients with [MASK] fortyfive UT patients with typical effort angina without evidence of spontaneous angina with a positive exercise AS test st depression greater than mv and angiographically documented PD disease were studied four multistage exercise stress tests were performed two in the morning and two in the afternoon on two consecutive days fortyfour patients completed the protocol for a total of exercise AS tests for each EST the following parameters were analyzed time to mv st segment depression time to ischemia ratepressure product at ischemia ICM threshold slope and intercept of the LR between ratepressure product and time of exercise silent effort ischemia was largely prevalent patients experienced CP in all four tests but only seven showed a consistent time relationship between pain and ecg changes symptomatic patients did not appear different from the asymptomatic ones in terms of clinical and angiographic data when group data were analyzed for each parameter the four exercise AS tests appeared reproducible in contrast when individual R2 of each parameter was computed as the percentage difference between range maximumminimum and maximal value obtained in the series of four exercise stress tests a large variability was detected R2 of time to ischemia was this resulted from a random combination of R2 in ICM threshold Mw and intercept abstract truncated at words
809921,in HR transplant recipients but not in normal humans total IP V1 resistance increases during static exercise to determine whether this augmented vasoconstriction limits the vasodilation normally seen in the nonexercising forearm we measured arterial pressure HR rate and forearm blood flow during maximal SHG in heart Tx and control subjects handgrip evoked comparable increases in MAP pressure in the transplant recipients and control subjects vs mmhg HR rates increased by bpm in the control subjects but did not NC in the transplant recipients directionally opposite patterns of forearm vascular resistance were observed in the two groups in the control subjects forearm resistance fell during handgrip units p less than in contrast in the SPK recipients forearm resistance rose during this intervention units p less than thus the vasodilation that normally occurs in the nonexercising forearm during SHG is reversed in HR transplant recipients vasoconstriction in the forearm contributes to the increase in TPR resistance that occurs during static exercise in these individuals,[44],['static handgrip'],SHG,in HR transplant recipients but not in normal humans total IP V1 resistance increases during static exercise to determine whether this augmented vasoconstriction limits the vasodilation normally seen in the nonexercising forearm we measured arterial pressure HR rate and forearm blood flow during maximal [MASK] in heart Tx and control subjects handgrip evoked comparable increases in MAP pressure in the transplant recipients and control subjects vs mmhg HR rates increased by bpm in the control subjects but did not NC in the transplant recipients directionally opposite patterns of forearm vascular resistance were observed in the two groups in the control subjects forearm resistance fell during handgrip units p less than in contrast in the SPK recipients forearm resistance rose during this intervention units p less than thus the vasodilation that normally occurs in the nonexercising forearm during [MASK] is reversed in HR transplant recipients vasoconstriction in the forearm contributes to the increase in TPR resistance that occurs during static exercise in these individuals
7544985,tacaribe virus a member of the arenovirus group was demonstrated to have similarities in pathogenesis to the prototype virus of this group lymphocytic choriomeningitis lcm virus treatment with antilymphocyte serum als doubled the survival time of mice neonatally INF with a lethal dose of TV twentyone per cent of alstreated INF animals survived more than days all animals had recoverable virus in brains and serum for the duration of life and there was no difference between virus growth curves of alstreated and control animals no NT or complementfixing antibodies were present in infected animals at time of death with the exception of one longsurviving alstreatedypical inference method derived under the assumption of independence between genotype and SE to that under a more GA assumption of conditional independence our maximum likelihood method can be applied to analyse both categorical and continuous environmental AF and generalized to make inference about genegeneenvironment interactions moreover the application of this method can be reduced to simply fitting a multinomial logistic model when we have caseonly data as a consequence the maximum likelihood estimates of interactions and likelihood ratio tests for hypotheses concerning interactions can be easily computed the methodology is illustrated through an example based on a T0 about the joint effects of xrcc polymorphisms and smoking on bladder cancer we also give two simulation studies to show that the proposed method is reliable in finite sample situation,[44],['tacaribe virus'],TV,tacaribe virus a member of the arenovirus group was demonstrated to have similarities in pathogenesis to the prototype virus of this group lymphocytic choriomeningitis lcm virus treatment with antilymphocyte serum als doubled the survival time of mice neonatally INF with a lethal dose of [MASK] twentyone per cent of alstreated INF animals survived more than days all animals had recoverable virus in brains and serum for the duration of life and there was no difference between virus growth curves of alstreated and control animals no NT or complementfixing antibodies were present in infected animals at time of death with the exception of one longsurviving alstreatedypical inference method derived under the assumption of independence between genotype and SE to that under a more GA assumption of conditional independence our maximum likelihood method can be applied to analyse both categorical and continuous environmental AF and generalized to make inference about genegeneenvironment interactions moreover the application of this method can be reduced to simply fitting a multinomial logistic model when we have caseonly data as a consequence the maximum likelihood estimates of interactions and likelihood ratio tests for hypotheses concerning interactions can be easily computed the methodology is illustrated through an example based on a T0 about the joint effects of xrcc polymorphisms and smoking on bladder cancer we also give two simulation studies to show that the proposed method is reliable in finite sample situation
4701089,fMRI was used to examine CBF activations in subjects while they performed a spatial attention task this T0 applied more stringent behavioural and cognitive controls than previously used for similar experiments i subjects were included only if they showed evidence of attentional shifts while performing the task in the magnet ii the experimental task and baseline condition were designed to eliminate the contributions of motor SO visual fixation inhibition of eye movements WM and the conditional nogo component of responding activations were seen in all three hypothesized cortical epicentres forming a network for spatial attention the lateral premotor SC FC eye fields the PPC SC and the cingulate SC subcortical activations were seen in the BG and the TH although the task required attention to be equally shifted to the left and to the right eight of subjects showed a greater area of activation in the RA PC consistent with the specialization of the right hemisphere for spatial attention other Az of significant activation included the posterior temporooccipital SC and the anterior insula the temporooccipital activation was within a region broadly defined as mt where mt is the MT which contains the human equivalent of area mt in the macaque monkey this temporooccipital area appears to constitute a L1 component of the functional network activated by this spatial attention task its activation may reflect the inferred shift of the attentional focus across the visual scene,[188],['middle temporal area'],MT,fMRI was used to examine CBF activations in subjects while they performed a spatial attention task this T0 applied more stringent behavioural and cognitive controls than previously used for similar experiments i subjects were included only if they showed evidence of attentional shifts while performing the task in the magnet ii the experimental task and baseline condition were designed to eliminate the contributions of motor SO visual fixation inhibition of eye movements WM and the conditional nogo component of responding activations were seen in all three hypothesized cortical epicentres forming a network for spatial attention the lateral premotor SC FC eye fields the PPC SC and the cingulate SC subcortical activations were seen in the BG and the TH although the task required attention to be equally shifted to the left and to the right eight of subjects showed a greater area of activation in the RA PC consistent with the specialization of the right hemisphere for spatial attention other Az of significant activation included the posterior temporooccipital SC and the anterior insula the temporooccipital activation was within a region broadly defined as mt where mt is the [MASK] which contains the human equivalent of area mt in the macaque monkey this temporooccipital area appears to constitute a L1 component of the functional network activated by this spatial attention task its activation may reflect the inferred shift of the attentional focus across the visual scene
